area_type,availability,location,size,society,total_sqft,bath,balcony,price
6,Ready To Move,Telecom Layout,2,u,1200,2,1,54
6,Unavailable ,Horamavu Agara,2,S2ionrn,994,2,1,42.28
6,Unavailable ,Ramamurthy Nagar,2,u,1150,2,2,40
6,Ready To Move,Thanisandra,2,MenueNo,1220,2,2,46
6,Ready To Move,Hennur Gardens,2,PlhtsHe,1441,2,1,115
6,Unavailable ,Old Madras Road,2,Saesttt,1157,2,2,47.32
6,Ready To Move,RPC layout,6,u,1300,6,3,150
6,Ready To Move,Thigalarapalya,2,Prtanha,1400,2,2,105
2,Ready To Move,Tindlu,3,u,1370.07,3,1,65
10,Ready To Move,Magadi Road,5,u,1200,4,1,130
6,Unavailable ,Judicial Layout,2,u,900,2,1,40
6,Ready To Move,Kodipalya,1,u,418,1,1,17
10,Ready To Move,Vishwapriya Nagar,3,u,1200,3,1,80
2,Ready To Move,ISRO Layout,2,u,1200,2,3,43
6,Ready To Move,Talaghattapura,2,u,1062,2,1,42.48
6,Ready To Move,Kanakpura Road,2,u,1120,2,1,51
6,Ready To Move,Bannerghatta Road,2,u,1012,2,1,44
10,Ready To Move,Postal Colony,3,u,1500,2,1,200
2,Ready To Move,ISRO Layout,4,u,950,4,0,180
6,Ready To Move,Kadabagere,2,Jahipa ,675,2,2,13.5
6,Ready To Move,Kanakpura Road,2,Atarebe,1430,2,2,78
6,Ready To Move,Channasandra,3,u,1195,2,1,56
6,Ready To Move,Old Madras Road,3,Brica E,2640,5,1,150
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,42
6,Unavailable ,Hennur Road,3,Shxorm ,1550,3,0,75.99
10,Ready To Move,Kammanahalli,6,u,782,4,2,85
2,Unavailable ,Sonnenahalli,2,Skacak ,1011,2,1,59
6,Ready To Move,7th Phase JP Nagar,3,BriumMi,1450,2,1,102
6,Ready To Move,Sarjapur  Road,2,Ahriaup,1129,2,1,69
6,Ready To Move,Sarjapura - Attibele Road,2,Soe 2as,1126,2,1,36
10,Unavailable ,Attibele,3,AkArkti,1200,3,0,110
6,Ready To Move,Sarjapur  Road,3,MJinele,1180,2,2,45
10,Ready To Move,1st Block HRBR Layout,3,u,600,4,2,125
10,Unavailable ,Bannerghatta,4,u,940,4,2,45
6,Ready To Move,Hennur Road,3,Samittv,1933,3,2,140
2,Ready To Move,TC Palaya,2,u,1082,2,2,64
10,Ready To Move,LB Shastri Nagar,8,u,2400,8,1,250
6,Unavailable ,Anwar Layout,1,UKicte ,610,1,0,28
10,Ready To Move,Raja Rajeshwari Nagar,4,u,1560,4,1,160
6,Ready To Move,Kathriguppe,3,Prone M,1300,3,3,77.99
2,Ready To Move,Kudlu Gate,4,u,3850,6,0,205
2,Ready To Move,CV Raman Nagar,2,u,1125,2,1,46
10,Ready To Move,Bileshivale,6,u,2400,7,2,107
6,Ready To Move,Kengeri Satellite Town,2,u,777.4,2,0,25
6,Ready To Move,Battarahalli,4,u,2500,3,1,65
6,Ready To Move,Old Airport Road,3,Roa 2ha,1798,3,0,150
2,Ready To Move,Dodda Nekkundi Extension,3,AlEcone,1864,3,2,120
6,Ready To Move,Whitefield,2,u,1115,2,1,51.91
6,Ready To Move,Kengeri,1,u,400,1,1,25
6,Ready To Move,Rajaji Nagar,2,u,1200,2,1,70
6,Unavailable ,Ananth Nagar,2,u,992,2,2,24.8
2,Ready To Move,Jakkasandra Extension,2,u,950,2,3,57
10,Ready To Move,R.T. Nagar,4,u,1500,4,3,185
6,Ready To Move,Bellandur,2,Krine O,1200,2,1,62
2,Ready To Move,GM Palaya,3,Srg Bnc,1735,3,2,70
2,Ready To Move,BTM 2nd Stage,3,SNe 2ev,1750,3,3,172
6,Ready To Move,HSR Layout,2,Ammesss,1009,2,2,56
6,Ready To Move,Jalahalli,3,BrardCo,1470,2,3,102
6,Ready To Move,Bannerghatta Road,3,u,1527,3,2,115
2,Ready To Move,Singapura Village,2,Juoryma,985,2,1,45
2,Ready To Move,Chandapura,4,u,3300,4,2,135
6,Unavailable ,Whitefield,2,Asarqz ,1277,2,1,77
6,Unavailable ,Nallurhalli,2,CMoneoo,1100,2,1,62
6,Ready To Move,Whitefield,3,Brony H,1820,3,2,140
6,Ready To Move,Puttanahalli,4,u,1530,3,3,87
6,Ready To Move,Banashankari,3,PrdgeSo,1886,3,2,205
10,Ready To Move,Chandra Layout,3,u,1200,2,0,190
6,Ready To Move,Jakkur,3,BrdgeNo,1880,4,2,110
6,Ready To Move,Hennur,2,Shateor,1255,2,2,52.35
6,Unavailable ,Kanakpura Road,2,PrarePa,700,2,1,36
6,Ready To Move,Somasundara Palya,2,u,1140,2,2,46
2,Unavailable ,Electronic City Phase II,2,Sryalan,1025,2,1,29.6
2,Ready To Move,Whitefield,4,ArsiaEx,3453,4,2,247
6,Ready To Move,Uttarahalli,3,u,1490,2,2,59.6
10,Ready To Move,Akshaya Vana,4,u,1200,4,2,165
6,Ready To Move,Sarjapur  Road,3,Adeatlm,1850,3,2,140
6,Ready To Move,Kaikondrahalli,2,u,1250,2,1,78
6,Ready To Move,Kamakya Layout,4,u,2400,3,1,108
6,Ready To Move,Kodihalli,4,Soianal,3522,5,3,716
6,Unavailable ,Jalahalli,2,Vaniai ,1244,2,2,88
10,Ready To Move,Kumaraswami Layout,4,u,623,4,1,75
6,Unavailable ,Kengeri Satellite Town,2,DSestSt,1025,2,1,28.57
6,Ready To Move,Sarjapur  Road,2,DSlesSp,1034,2,1,38
6,Unavailable ,Kengeri Satellite Town,3,DSestSt,1191,2,2,33.34
6,Ready To Move,Kasavanhalli,3,Maowsve,1719,3,2,71
6,Ready To Move,7th Phase JP Nagar,2,u,1035,2,1,39.33
10,Ready To Move,2nd Stage Nagarbhavi,4,u,1500,3,2,230
6,Unavailable ,Hosa Road,3,SJerse ,1470,2,2,84.22
6,Ready To Move,Yelahanka,2,u,1140,2,1,50.66
6,Ready To Move,Harlur,3,SosicCl,1752.12,3,2,125
10,Ready To Move,BTM 1st Stage,6,u,600,6,2,80
10,Ready To Move,2nd Stage Nagarbhavi,4,u,600,3,1,84
6,Ready To Move,Old Madras Road,3,Brica E,2990,3,2,170
6,Ready To Move,Bannerghatta Road,3,SNity S,1660,3,2,85
6,Ready To Move,Electronic City,3,Pao 3ow,1275,3,3,63.43
6,Unavailable ,Bommasandra Industrial Area,3,u,1365,3,1,52.81
10,Ready To Move,"MEI layout, Bagalgunte",3,u,1200,2,0,90
6,Ready To Move,Kanakpura Road,3,u,2546,3,0,170
6,Unavailable ,Banashankari Stage VI,3,Brens7 ,1392,3,1,69.46
6,Unavailable ,Whitefield,2,Asarqz ,1245,2,1,59.76
2,Ready To Move,Rayasandra,5,u,1200,3,1,65
6,Ready To Move,Yeshwanthpur,2,IBityin,1162,2,2,64.08
6,Ready To Move,Singasandra,3,EAvarum,1476,2,1,73
2,Ready To Move,KR Puram,1,u,700,1,1,21.5
2,Ready To Move,Gnana Bharathi,6,u,3600,6,1,170
2,Ready To Move,Jigani,2,DLhtsen,943,2,2,48
10,Ready To Move,Pai Layout,2,u,1150,2,1,170
6,Ready To Move,Sarjapur  Road,2,VHinoel,1113,2,1,44.5
6,Unavailable ,Varthur,3,Myple M,1615,3,2,69.43
6,Ready To Move,Keshava Nagar,2,ETens G,1279,2,3,100
6,Ready To Move,Kacharakanahalli,2,u,1256,2,1,60
2,Ready To Move,Benson Town,3,u,1805,3,2,280
2,Ready To Move,Sompura,3,Suiseit,1350,3,1,65
6,Unavailable ,SRINIVASAPURA,3,u,1525,3,2,68.63
6,Unavailable ,Rajaji Nagar,2,ProdsWe,1357,2,1,123
6,Unavailable ,Hebbal,3,Raard B,1645,3,2,117
6,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,92
6,Ready To Move,Bisuvanahalli,2,Prityel,845,2,2,32
2,Ready To Move,Sidedahalli,2,u,900,2,0,25
6,Unavailable ,Varthur,2,Soamsay,1210,2,1,64.15
6,Unavailable ,Electronic City Phase II,2,u,829,2,1,22.8
6,Ready To Move,Sarjapur  Road,3,Adeatlm,1879,3,2,155
6,Unavailable ,Hosur Road,3,Collsrn,1250,2,2,50
2,Ready To Move,Jeevanhalli,4,u,1200,2,2,35
6,Unavailable ,Marathahalli,3,Unezes ,1108,2,1,60
6,Unavailable ,Kanakpura Road,3,u,1401,3,2,69
6,Unavailable ,Sarjapur  Road,3,AsastDe,1157,2,1,75
2,Ready To Move,Ramamurthy Nagar Extension,2,SaaceSa,1185,2,1,42.66
6,Ready To Move,Green Glen Layout,3,Soweray,1751,3,2,115
10,Ready To Move,Mahalakshmi Puram,5,u,1550,3,1,250
6,Ready To Move,Bannerghatta Road,3,SNity S,1880,3,2,96.5
6,Unavailable ,Whitefield,3,Somns T,1235,3,0,40.985
6,Ready To Move,Channasandra,2,u,1175,2,2,38
2,Ready To Move,Jalahalli,2,Prensin,1407,2,1,98.49
6,Ready To Move,Yelachenahalli,2,Shentnd,1000,2,2,50
6,Ready To Move,Electronic City,3,Briumri,1518,3,3,75
10,Ready To Move,"Gubbi Cross, Hennur Main Road",4,u,3600,4,2,300
6,Unavailable ,Tumkur Road,2,Sahtsva,1027,2,1,67
6,Ready To Move,Dairy Circle,4,Soeurri,3730,6,2,430
2,Ready To Move,HSR Layout,2,NRosete,1145,2,2,46
6,Unavailable ,Rajaji Nagar,2,ProdsWe,1260,2,2,113
6,Ready To Move,Begur Road,3,Dhalsh ,1500,2,3,47.25
6,Ready To Move,Varthur,3,DSingSt,1737,2,1,57.32
6,Unavailable ,Hennur,4,Exitym ,3484,0,0,161.5
10,Ready To Move,Byrathi Village,3,u,1600,4,1,120
2,Ready To Move,Hegde Nagar,3,Sonosty,1500,3,2,135
10,Ready To Move,Sabari Nagar,2,u,1120,2,0,60
10,Ready To Move,Banashankari Stage V,3,u,1200,4,1,240
6,Unavailable ,Hennur Road,2,Inaxyga,1030,2,1,46.5
2,Ready To Move,Gubbalala,6,u,2500,6,1,88
6,Ready To Move,Kammasandra,2,Sulya A,1057,2,1,35
6,Unavailable ,Old Airport Road,4,Jaades ,2774,4,3,208
6,Ready To Move,Thanisandra,2,SLaceda,1460,2,2,38.5
6,Ready To Move,Hormavu,2,ARureig,1075,2,1,53.7
6,Ready To Move,Mysore Road,3,u,1080,2,1,60
6,Unavailable ,Kodihalli,4,Priesla,3626,5,3,788
6,Ready To Move,Ashraya Layout,6,u,5100,7,0,225
6,Ready To Move,Singasandra,2,SLowse ,1139.7,2,1,45
6,Unavailable ,Whitefield,2,ARipsul,1074,2,1,42.8
10,Unavailable ,Whitefield,2,u,1200,2,1,46.13
6,Ready To Move,Sarjapur  Road,4,Puallhi,2425,5,1,175
6,Ready To Move,Sarjapur  Road,2,Maantr ,1323,2,2,74
6,Unavailable ,Hennur Road,2,Puachal,1232,2,1,69.61
6,Ready To Move,Kalena Agrahara,2,Prmesi ,900,2,1,40
6,Ready To Move,Sarjapura - Attibele Road,1,Soe 2as,740,1,1,23.65
6,Unavailable ,Hebbal,3,Mahosya,1920,3,2,134
10,Ready To Move,Arishinakunte,1,u,41382,1,0,170
6,Ready To Move,Bannerghatta Road,3,SNity S,1550,3,2,96
6,Ready To Move,Gunjur,3,MyhtsHe,1588,2,3,90
2,Ready To Move,Rajaji Nagar,3,u,2300,4,1,240
2,Ready To Move,R.T. Nagar,9,u,3600,8,2,165
2,Ready To Move,"Thanisandra Main Road, ",2,u,1308,2,1,86
6,Ready To Move,Hennur,3,MDncyhi,1340,2,2,54.27
10,Ready To Move,Kogilu,10,u,3280,9,3,450
2,Ready To Move,Infantry Road,4,u,2170,3,2,265
6,Ready To Move,Thanisandra,3,Soitya ,1719,3,2,135
6,Ready To Move,Horamavu Agara,2,Maows M,1107.83,2,1,41.51
10,Unavailable ,Whitefield,2,u,1200,2,1,45.84
2,Unavailable ,Electronic City,1,u,1090,2,1,31.48
10,Ready To Move,Sarvabhouma Nagar,5,u,1500,5,2,210
6,Unavailable ,Jakkur,3,BrdgeNo,1660,3,2,104
6,Ready To Move,Nagavara,2,K dotna,1247,2,1,58.56
6,Unavailable ,Thanisandra,3,Bhmesy ,1595,3,2,96
6,Ready To Move,Kaggadasapura,2,JaaldEm,1175,2,2,50
10,Ready To Move,9th Phase JP Nagar,8,u,1200,8,0,135
6,Ready To Move,Old Airport Road,2,VSletes,1184,2,1,78
6,Ready To Move,Byrasandra,2,Srhan P,1100,2,2,55
10,Unavailable ,Kaval Byrasandra,2,u,935,2,0,78
2,Ready To Move,Yelahanka,2,Niareum,1200,2,2,60
10,Ready To Move,Rajaji Nagar,5,u,2400,5,1,408
6,Ready To Move,Neelamangala,2,u,1000,2,1,45
2,Ready To Move,Uttarahalli,2,KBnnupu,1000,2,0,52
6,Ready To Move,Yelahanka,3,Prensya,1705,3,2,85
2,Ready To Move,Tumkur Road,3,Mairer ,1060,2,2,58.3
10,Ready To Move,Chikka Tirupathi,4,Theanmp,2325,4,1,120
6,Unavailable ,Kammagondahalli,3,DiiteR ,1347,2,2,55
10,Ready To Move,Kathreguppe,8,u,1200,8,3,250
6,Unavailable ,Varthur,2,Unris E,1402,2,2,95
6,Unavailable ,Whitefield,3,Prtates,2280,4,2,125
6,Ready To Move,Whitefield ECC Road,2,u,1225,2,2,71.05
6,Ready To Move,5th Phase JP Nagar,2,Maodser,1080,2,1,53
2,Unavailable ,Koppa,7,u,4000,7,0,90
6,Ready To Move,Lavelle Road,3,u,1919,3,0,300
2,Ready To Move,Begur Road,2,Dhalsh ,1100,2,2,42.6
6,Ready To Move,Sarjapur  Road,4,DSndsod,2500,4,3,225
6,Unavailable ,Bannerghatta Road,2,PrarePa,1200,2,2,78
6,Ready To Move,Begur Road,3,Dhalsh ,1565,2,2,57.91
10,Unavailable ,Maruthi nagar kogilu,2,u,1200,3,0,78
6,Ready To Move,Kothanur,3,u,1581,3,3,76
6,Unavailable ,Whitefield,4,Prtates,2882,5,1,200
10,Ready To Move,TC Palaya,5,u,1440,5,2,97
6,Ready To Move,Krishna Reddy Layout,3,RahtsHe,2180,3,3,273
2,Ready To Move,Nagasandra,4,u,7000,8,0,450
6,Ready To Move,Abbigere,2,SLtias ,985,2,1,38.92
2,Ready To Move,Sarjapur,2,Sondaka,950,2,2,35
6,Ready To Move,Jai Bheema Nagar,2,u,1339,2,2,55
6,Ready To Move,Ayappa Nagar,3,Spity E,1449,3,1,72
10,Ready To Move,Chikkasandra,4,u,1200,4,2,180
6,Unavailable ,Brindavan Layout,2,u,1100,2,2,38.68
6,Ready To Move,Hoskote,2,Soose P,929,2,0,28.095
2,Ready To Move,Kaval Byrasandra,3,u,2700,3,2,200
6,Ready To Move,Billamaranahalli,2,u,1100,2,3,55
2,Unavailable ,Electronic City,2,u,1140,2,1,32.92
10,Ready To Move,Sarjapur,3,Prldsum,3009,3,2,330
6,Ready To Move,Hanumantha Nagar,8,u,3300,8,3,310
2,Ready To Move,Chandapura,2,u,800,1,2,30
2,Ready To Move,Chikkabanavar,5,u,2000,4,0,65
10,Ready To Move,Prasanti Nagar,4,u,1200,4,1,190
2,Ready To Move,3rd Block Hrbr Layout,2,Icncy R,1300,2,3,95
6,Ready To Move,Kanakpura Road,2,Hahtsya,1220,2,2,60
6,Ready To Move,Sarjapur  Road,3,SoniaEt,2289,3,2,178
6,Unavailable ,Whitefield,2,Suhamra,1170,2,1,56
6,Ready To Move,Vignana Nagar,2,u,1350,2,2,89.5
6,Ready To Move,Kambipura,2,Prrtht ,883,2,1,45
2,Ready To Move,Thanisandra,3,Soitya ,1698,3,2,125
6,Unavailable ,Electronic City Phase II,4,SNbay G,2150,4,0,105
6,Ready To Move,Ambalipura,2,u,1060,2,1,58.5
6,Ready To Move,Somasundara Palya,2,ManceEl,1185,2,2,75
6,Unavailable ,Padmanabhanagar,3,SollyCl,2051,3,1,180
6,Ready To Move,Vittasandra,2,u,1404,2,1,72
6,Ready To Move,Electronic City Phase II,2,Brods W,1252,2,1,67
6,Unavailable ,Bannerghatta Road,3,u,1885,3,1,125
2,Ready To Move,Kaikondrahalli,6,u,3381,6,3,225
6,Ready To Move,Hormavu,2,u,980,2,2,42
6,Ready To Move,Rajaji Nagar,3,PhestOn,2500,3,3,340
6,Unavailable ,Banashankari,3,u,1420,3,1,66
10,Ready To Move,Medahalli,6,u,1166,6,0,135
2,Ready To Move,"Banasawadi, ",3,u,2312,3,2,156
6,Ready To Move,Kaggadasapura,4,Golmsoy,3000,4,0,130
2,Ready To Move,Jayamahal,2,u,1175,2,1,70
6,Ready To Move,Vinayaka Nagar,2,u,1145,2,2,51
2,Ready To Move,Bhoganhalli,2,Suwerlo,970,2,1,52.5
2,Unavailable ,Electronic City,2,u,1125,2,1,32.49
6,Unavailable ,Whitefield,3,DSersus,1520,3,0,92.63
2,Ready To Move,9th Phase JP Nagar,4,ImiteEl,5000,4,0,300
2,Ready To Move,3rd Block Jayanagar,3,u,2150,3,3,240
6,Unavailable ,Ramagondanahalli,3,ViistLa,1635,3,1,57
2,Ready To Move,Harlur,3,Femes S,3425,3,1,320
2,Unavailable ,Hennur Road,4,Gollela,2950,4,3,253
6,Unavailable ,Jalahalli,1,Vaniai ,1200,2,1,66
6,Ready To Move,Kathriguppe,3,u,1335,2,2,73.43
6,Ready To Move,Hebbal,4,Brium C,4450,6,0,449
6,Ready To Move,Yeshwanthpur,2,IBityin,1166,2,1,64.08
6,Ready To Move,Rajaji Nagar,3,PhestOn,2390,3,1,372
6,Ready To Move,Shivaji Nagar,3,u,1460,2,1,90
6,Ready To Move,Gulimangala,3,Daxir E,1690,3,3,50
10,Ready To Move,Nagashetty Halli,4,u,1386,3,2,93
6,Ready To Move,Devasandra Extension,2,u,1090,2,2,32
6,Unavailable ,Thanisandra,3,Bhe 2ko,1732,3,1,85.73
6,Ready To Move,Whitefield,2,u,1390,2,1,72
2,Ready To Move,Sector 2 HSR Layout,2,DShtsow,1095,2,1,85.41
6,Unavailable ,Kengeri,1,VBn 2lm,416,1,1,17.19
6,Ready To Move,Channasandra Layout,3,u,2400,2,3,50
2,Ready To Move,Yelahanka,3,NCs 2rj,1350,2,3,85
2,Ready To Move,Bannerghatta Road,3,u,1453,2,2,73
6,Ready To Move,Thanisandra,2,Moity S,1226,2,1,65
10,Ready To Move,Kasturi Nagar,4,u,784,2,2,165
6,Ready To Move,Hegde Nagar,3,Dhniail,1168,2,1,68
6,Unavailable ,Bannerghatta,3,Mamespa,1776,3,2,124
2,Ready To Move,Whitefield,3,CMionsy,1634,3,2,68
10,Ready To Move,Hormavu,2,u,860,2,0,56
10,Ready To Move,Kamala Nagar,3,u,2800,3,1,400
6,Ready To Move,Nagasandra,3,u,1650,3,2,95
6,Ready To Move,Whitefield,2,Pae 1ov,1190,2,1,70
6,Unavailable ,JP Nagar,2,DSvvyx ,1133,2,1,33.99
6,Ready To Move,Suraksha Nagar,3,AritaFe,1559,3,2,62
10,Ready To Move,Horamavu Banaswadi,3,u,1448,4,0,118
6,Ready To Move,Sathya Sai Layout,4,Prowshi,6652,6,1,510
6,Ready To Move,Kodichikkanahalli,2,Prs 2hi,976,2,1,50
10,Ready To Move,Bank Of Baroda Colony,4,u,1350,4,3,240
6,Ready To Move,Yelahanka,3,u,1590,2,2,54
6,Unavailable ,Binny Pete,4,Shestlo,2940,6,2,201
2,Ready To Move,Yelahanka,3,NCarkna,1633,3,2,110
6,Unavailable ,Ramagondanahalli,2,ViistLa,1151,2,2,46
6,Ready To Move,Kereguddadahalli,3,DSdorSp,1400,2,2,42
6,Unavailable ,Uttarahalli,2,DSera S,1037,2,1,36
6,Ready To Move,Thanisandra,2,SLaceda,1188,2,1,36
6,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2,Amnavdr,1060,2,1,52
6,Ready To Move,Thigalarapalya,3,Prtanha,2215,4,2,162
6,Ready To Move,Hennur,2,u,1255,2,2,54.5
10,Ready To Move,Ganesha Block,3,u,2500,2,1,300
6,Ready To Move,Hormavu,2,ARureig,1075,2,1,53.7
6,Unavailable ,Harlur,4,Prncyrn,2569,5,3,180
6,Unavailable ,ITPL,2,u,900,2,1,27
6,Unavailable ,Kudlu Gate,2,Sanzaat,1183,2,1,79.54
6,Ready To Move,HSR Layout,2,Veyal V,1100,2,2,44
6,Ready To Move,GM Palaya,3,u,1643,2,2,70
6,Ready To Move,Banagiri Nagar,3,u,1500,2,2,120
6,Ready To Move,Jakkur,2,HRaniIb,1291,2,1,75
10,Unavailable ,Hennur,3,u,1150,3,2,80
6,Ready To Move,Electronic City,2,GMown E,1060,2,1,55
6,Ready To Move,7th Phase JP Nagar,3,Eladero,1575,2,2,110
10,Ready To Move,BHEL Layout,5,u,1200,4,1,160
2,Ready To Move,Byrathi Village,4,u,1700,3,2,55
6,Ready To Move,Mahadevpura,2,Neisei ,1236,2,1,58
2,Ready To Move,Ramamurthy Nagar,3,u,1350,2,2,39
6,Ready To Move,Malleshwaram,3,Sariaat,2475,4,3,326
2,Ready To Move,Pai Layout,6,u,3800,6,0,175
2,Ready To Move,Haralur Road,4,Oznzaes,4694,5,0,375
2,Unavailable ,Electronic City,2,u,1200,2,1,34.66
10,Ready To Move,Hulimavu,4,u,1200,4,1,75
2,Ready To Move,Harlur,2,u,1225,2,2,56
6,Unavailable ,Thanisandra,2,Bhmesy ,1056,2,1,75
6,Unavailable ,9th Phase JP Nagar,3,u,1240,2,2,42.85
6,Unavailable ,Banashankari,3,u,1200,3,2,74.52
6,Unavailable ,Kudlu Gate,3,Sanzaat,1850,3,2,110
6,Ready To Move,Amblipura,4,IDldsin,3150,4,3,180
2,Ready To Move,Naganathapura,1,u,1200,1,0,39.82
10,Ready To Move,Dodda Banaswadi,4,u,1018,4,1,150
2,Ready To Move,Konena Agrahara,5,u,3520,6,1,460
6,Unavailable ,Chandapura,3,SunceEs,1185,2,2,30.22
6,Ready To Move,Jigani,2,DLhtsan,918,2,2,56
6,Ready To Move,GD Layout,3,u,1330,2,2,68
2,Ready To Move,Munnekollal,3,Raisys ,1540,2,3,70
6,Ready To Move,Lakshminarayana Pura,2,RothaVa,1200,2,2,80
6,Unavailable ,Sunkan palya,2,u,927,2,2,37
2,Unavailable ,Sarjapur,4,Caonand,2580,4,0,115
6,Ready To Move,CV Raman Nagar,3,u,1400,2,2,78
6,Ready To Move,Hosur Road,2,Saageat,1345,2,2,106
2,Ready To Move,1st Phase JP Nagar,4,u,1900,3,1,400
6,Ready To Move,8th Phase JP Nagar,2,HMityld,1510,2,3,80
6,Ready To Move,Malleshwaram,2,u,302,2,1,25
6,Unavailable ,Kanakpura Road,1,PrarePa,525,0,0,27
10,Unavailable ,ITPL,3,u,1500,3,1,61.52
6,Unavailable ,Yelahanka,1,Goues A,629,1,0,42.535
6,Ready To Move,Vidyaranyapura,3,u,1100,2,2,72
2,Ready To Move,Sunkadakatte,3,u,1200,3,1,68
6,Unavailable ,Kanakpura Road,3,PrarePa,1100,3,2,53
7,Unavailable ,Hormavu,4,Kolisl ,2282,4,0,115
2,Ready To Move,Jayanti Nagar,2,u,760,2,1,37.49
10,Ready To Move,Sarjapur,3,Corix B,2172,3,0,100
6,Ready To Move,Yeshwanthpur Industrial Suburb,6,Essic C,3800,6,0,390
10,Ready To Move,Kumaraswami Layout,4,BaisePa,600,2,1,72
6,Ready To Move,8th Phase JP Nagar,3,u,3300,3,2,165
6,Unavailable ,Thubarahalli,3,u,1242,3,1,51
10,Ready To Move,Moodalapalya,1,u,410,1,1,48
6,Ready To Move,Uttarahalli,3,SLnssPr,1245,2,2,43.58
2,Ready To Move,Kadugodi,2,u,1088,2,2,44
2,Ready To Move,Sahakara Nagar,2,VincyRe,1200,2,0,46
10,Ready To Move,TC Palaya,3,u,1995,3,1,100
6,Ready To Move,Haralur Road,2,u,1309,2,1,82
6,Ready To Move,BTM 1st Stage,3,u,1717,3,2,200
6,Ready To Move,7th Phase JP Nagar,3,BriumMi,2100,3,2,200
10,Ready To Move,Gayathri Nagar,2,u,880,1,0,90
10,Ready To Move,Abbigere,6,u,1200,6,1,95
6,Unavailable ,Maruthi Nagar,3,u,1250,3,2,42
6,Ready To Move,Hebbal,3,Brium C,3520,5,2,240
6,Ready To Move,5th Phase JP Nagar,2,Mangsr ,1041,2,2,54
6,Ready To Move,Sarjapur  Road,3,Shthi S,1505,2,2,60
6,Unavailable ,Bannerghatta,3,Mamespa,1776,3,2,150
6,Ready To Move,Bellandur,3,OriewLa,1767,3,2,89
6,Ready To Move,Rajiv Gandhi Nagar,2,Almid P,1293,2,2,80
6,Ready To Move,Kengeri,2,u,1320,2,1,50
2,Ready To Move,Bhuvaneshwari Nagar,2,Viowsen,1280,2,2,68.48
6,Unavailable ,Thanisandra,2,Bhe 2ko,1245,2,1,83.05
6,Ready To Move,Haralur Road,2,u,1027,1,2,44
2,Ready To Move,Yelenahalli,2,u,1200,2,0,46.17
6,Unavailable ,Kanakpura Road,3,PrarePa,1100,3,2,58
10,Ready To Move,Medahalli,3,u,1065,3,1,72
6,Unavailable ,Kannamangala,3,Sonue A,1814,3,1,129
6,Ready To Move,Ramagondanahalli,3,DNeremo,1610,2,1,112
2,Ready To Move,Kumaraswami Layout,1,u,850,1,1,78
6,Unavailable ,Kasavanhalli,3,Oca 2 V,1600,3,3,79
6,Ready To Move,Old Mangammanapalya Road,3,u,3200,4,2,140
2,Ready To Move,Canara Bank Colony,3,u,1250,2,1,77.13
6,Ready To Move,Haralur Road,2,u,1243,2,2,46
6,Ready To Move,Kanakpura Road,3,JRrnauv,1452,3,3,60.98
6,Ready To Move,Ittamadu,3,Naory G,1475,3,3,75
6,Ready To Move,Electronic City,2,SJityVe,1353,2,3,75
7,Ready To Move,Maruthi Sevanagar,4,u,2100,3,0,210
6,Unavailable ,Electronics City Phase 1,3,u,1750,3,2,58
10,Ready To Move,Whitefield,4,Pronege,4800,4,3,550
2,Ready To Move,Sahakara Nagar,2,Rauil T,1270,2,1,96
2,Ready To Move,Battarahalli,4,u,2700,3,0,75
10,Ready To Move,8th Phase JP Nagar,4,u,1200,4,2,270
2,Unavailable ,Thanisandra,4,G conTh,2695,4,3,188
6,Ready To Move,Hessarghatta,3,StwarSi,1330,3,2,65
2,Ready To Move,Electronic City,2,u,660,1,0,18
6,Ready To Move,BTM 2nd Stage,2,Catle C,1400,2,3,90
2,Ready To Move,Gubbalala,4,u,4000,5,1,195
6,Ready To Move,Kanakpura Road,3,PuandHi,1700,3,2,75
2,Ready To Move,Kasavanhalli,2,Bhensa ,1585,2,2,90
6,Ready To Move,Kothanur,3,u,1385,3,3,67
6,Unavailable ,Electronic City,2,Prarkun,1128,2,1,67
10,Unavailable ,Whitefield,4,NVaree ,60,4,2,218
10,Unavailable ,1Kasavanhalli,18,HMwerCo,1200,18,0,200
6,Ready To Move,HSR Layout,2,VaiewV ,1203,2,2,60
6,Ready To Move,Mallasandra,2,Shbhi S,905,2,1,35
6,Unavailable ,Hennur Road,3,Orens G,1450,3,2,79
6,Ready To Move,Varthur,2,MKllei ,1105,2,3,38
10,Unavailable ,Channasandra,2,u,1200,2,1,46.13
6,Ready To Move,Jalahalli,3,Vanami ,1530,2,3,89
6,Ready To Move,Whitefield,2,SMuilan,1105,2,1,35.4
6,Unavailable ,Dasarahalli,2,KSliaor,1333,2,1,78.56
2,Unavailable ,Hongasandra,2,u,1065,2,2,45
10,Immediate Possession,Hosur Road,0,AVeldun,1350,0,0,8.44
6,Ready To Move,Haralur Road,2,u,1243,2,2,46
6,Unavailable ,Old Madras Road,3,Saesttt,1530,3,2,76.34
10,Ready To Move,Margondanahalli,2,u,1200,2,1,65
6,Ready To Move,Whitefield,2,BrlisCo,1270,2,1,94
6,Ready To Move,Bellandur,3,OriewLa,1830,3,3,89
6,Ready To Move,Chandapura,2,u,900,2,3,35
